time,algo,unpaid_total_amount,unpaid_algo_amount,profitability,balance
2021-03-31 00:50:00,20,0.00001188,0.00000238,0.000014400000000000001,
2021-03-31 00:50:00,56,0.00001188,0.00000950,0.000014400000000000001,
2021-03-31 00:45:00,20,0.00001183,0.00000238,0.00008639999999999999,
2021-03-31 00:45:00,56,0.00001183,0.00000945,0.00008639999999999999,
2021-03-31 00:40:00,20,0.00001153,0.00000238,0.000072,
2021-03-31 00:40:00,56,0.00001153,0.00000915,0.000072,
2021-03-31 00:35:00,20,0.00001128,0.00000238,0.000028800000000000002,
2021-03-31 00:35:00,56,0.00001128,0.00000890,0.000028800000000000002,
2021-03-31 00:30:00,20,0.00001118,0.00000238,0.00008928,
2021-03-31 00:30:00,56,0.00001118,0.00000880,0.00008928,
2021-03-31 00:25:00,20,0.00001087,0.00000238,0.00008928,
2021-03-31 00:25:00,56,0.00001087,0.00000849,0.00008928,
2021-03-31 00:20:00,20,0.00001056,0.00000238,0.00008639999999999999,
2021-03-31 00:20:00,56,0.00001056,0.00000818,0.00008639999999999999,
2021-03-31 00:15:00,20,0.00001026,0.00000238,0.000020160000000000003,
2021-03-31 00:15:00,56,0.00001026,0.00000788,0.000020160000000000003,
2021-03-31 00:10:00,20,0.00001019,0.00000238,0.000072,
2021-03-31 00:10:00,56,0.00001019,0.00000781,0.000072,
2021-03-31 00:05:00,20,0.00000994,0.00000238,0.000040319999999999993,
2021-03-31 00:05:00,56,0.00000994,0.00000756,0.000040319999999999993,
2021-03-31 00:00:00,20,0.00000980,0.00000238,0.00012096,
2021-03-31 00:00:00,56,0.00000980,0.00000742,0.00012096,
2021-03-30 23:55:00,56,0.00000938,0.00000700,0.000040319999999999993,
2021-03-30 23:55:00,20,0.00000938,0.00000238,0.000040319999999999993,
2021-03-30 23:50:00,56,0.00000924,0.00000686,0.00006623999999999999,
2021-03-30 23:50:00,20,0.00000924,0.00000238,0.00006623999999999999,
2021-03-30 23:45:00,56,0.00000901,0.00000663,0.00007776,
2021-03-30 23:45:00,20,0.00000901,0.00000238,0.00007776,
2021-03-30 23:40:00,20,0.00000874,0.00000238,0.00008063999999999999,
2021-03-30 23:40:00,56,0.00000874,0.00000636,0.00008063999999999999,
2021-03-30 23:35:00,20,0.00000846,0.00000238,0.000020159999999999997,
2021-03-30 23:35:00,56,0.00000846,0.00000608,0.000020159999999999997,
2021-03-30 23:30:00,20,0.00000839,0.00000238,0.00006912000000000002,
2021-03-30 23:30:00,56,0.00000839,0.00000601,0.00006912000000000002,
2021-03-30 23:25:00,20,0.00000815,0.00000238,0.00006623999999999999,
2021-03-30 23:25:00,56,0.00000815,0.00000577,0.00006623999999999999,
2021-03-30 23:20:00,20,0.00000792,0.00000238,0.00008064000000000001,
2021-03-30 23:20:00,56,0.00000792,0.00000554,0.00008064000000000001,
2021-03-30 23:15:00,20,0.00000764,0.00000238,0.00009216000000000001,
2021-03-30 23:15:00,56,0.00000764,0.00000526,0.00009216000000000001,
2021-03-30 23:10:00,20,0.00000732,0.00000238,0.00006623999999999999,
2021-03-30 23:10:00,56,0.00000732,0.00000494,0.00006623999999999999,
2021-03-30 23:05:00,20,0.00000709,0.00000238,0.000046080000000000006,
2021-03-30 23:05:00,56,0.00000709,0.00000471,0.000046080000000000006,
2021-03-30 23:00:00,20,0.00000693,0.00000238,0.000040319999999999993,
2021-03-30 23:00:00,56,0.00000693,0.00000455,0.000040319999999999993,
2021-03-30 22:55:00,20,0.00000678,0.00000237,0.00006336,
2021-03-30 22:55:00,56,0.00000678,0.00000441,0.00006336,
2021-03-30 22:50:00,20,0.00000662,0.00000221,0.000048960000000000006,
2021-03-30 22:50:00,56,0.00000662,0.00000441,0.000048960000000000006,
2021-03-30 22:45:00,20,0.00000645,0.00000215,0.00002592,
2021-03-30 22:45:00,56,0.00000645,0.00000430,0.00002592,
2021-03-30 22:40:00,20,0.00000636,0.00000215,0.00005184,
2021-03-30 22:40:00,56,0.00000636,0.00000421,0.00005184,
2021-03-30 22:35:00,20,0.00000618,0.00000215,0.00005184,
2021-03-30 22:35:00,56,0.00000618,0.00000403,0.00005184,
